address,amount
0x019B337F128Fd5EB9f7E3FD36aCAF6C334c7492B,8192.0
0x019CB939e49087C9500E6D7A23A4B86432e67A1E,0.0
0x019FFeDeD6b2da1d1110032c66107bBb8ca0f107,1.0653506145282884e+19
0x019cfEf9d44b1677EbB6F577F7cE39BB2AC5B8b9,0.0
0x01A10c3361f959E8e059FC5d4B6A85C2950d8f84,4.56942e+17
0x01A88b27bca065cbA980d4B630b61e9AcC4Ce6Df,0.0
0x01AB3F15828271eC1991b528003dB626b46a5a98,0.0
0x01Adb5a14196D302004E3A1970a8bB3183dd2565,44010844266496.0
0x01B279250e9a70094FF7d5f3E36FcC7dDc289137,0.0
0x01B633094FDBD21DFc18DDCd7E61Eb329FdE452d,0.0
0x01B75e355f9DD2fdfF288d3BEA427d2Df4C51614,0.0
0x01B939bb46E35be896Ec9f13E462369a2308e475,0.0
0x01C50F5Cc27135671692Ea874d29bEaa43a71d82,278667357440.0
0x01C6C48d21b29a608633C2B2bE62e22F5AC06c54,-16384.0
0x01Ca72dedBA63284CA0A95cAcf080728571dd19B,0.0
0x01Cc81071f5C50474bBCCA7e14286e5c27AC3fEA,0.0
0x01D065f1dE70F40f474Bfd680b61Fe43EAdCfF5A,0.0
0x01D5433Be65cb5Ba638224E7599a267591f143a8,732108359965184.0
0x01D5D90825992bFa109A121693eAbaf6a2577ba2,1.0874319926434816e+17
0x01D9C79Ed7D0C9Ae224a93799Ba7c32bF0d4da1C,0.0
0x01DAc5638a37D613CB8Da39c0598303ED4eFb207,0.0
0x01DaC505E000d4B87e427271Eac85B4a46B5141D,0.0
